item_code,uom,display_name,category,stock_qty,old_price_myr,new_price_myr,delta_myr,pct_change,excel_qty,item_group
IND-CEM-3KG-WHI,PKT,3KG Scincrete Tile Filla-white 301,Paint & Sundries,10,16.30,12.90,-3.40,-20.86,10,ING PING3
SHH-SPE-FIS-FS504,PCS,Fish Spears (4 PRONGS)/8106/FS8102,Fishing & Tackle,3,14.30,10.90,-3.40,-23.78,3,SINHENHUA
GUM-SEL-KNE-UND-50G,PCS,Selleys Knead It Underwater 50G,Chemicals & Adhesives,7,22.90,19.50,-3.40,-14.85,7,PAINT MAR.
VAL-BAL-CNN-25MM,PCS,Steel Ball Valve - Cnn 25 MM,Plumbing,9,21.90,18.50,-3.40,-15.53,9,SONIC3
BRO-CEI-SB THS-DM,PCS,Ceiling Broom,Housewares,20,19.90,16.50,-3.40,-17.09,20,CHUNS TRADING
ELE-SOL-TIN1MM17G,PCS,Soldering Tin 1.0MM 17G,Electrical,10,10.00,6.60,-3.40,-34.00,10,JUMBO
IND-CAS-TPR-R-50S,PCS,5 Tpr Swivel Wheel,Fishing & Tackle,12,31.90,28.50,-3.40,-10.66,12,DALMAX3
SHH-HOOK-9255SS-4/0,PKT,Eupro Octopus S/s Hook 4/0 (8'S),Fishing & Tackle,2,14.30,10.90,-3.40,-23.78,2,SINHENHUA
SHH-SPE-FIS-FS603,PCS,Fish Spears (3PRONGS)/8105,Fishing & Tackle,2,14.30,10.90,-3.40,-23.78,2,SINHENHUA
TOO-PLI-CIR-STA-BE175,PCS,7 Circlip Pliers- Bent Ext,Power Tools,2,49.90,46.50,-3.40,-6.81,2,YUNG KONG
"IND-CAS-PVC-SWI-5""",PCS,Medium Duty Red PVC Swivel Wheel 5,Fishing & Tackle,5,54.90,51.50,-3.40,-6.19,5,BENTON3
IND-DUS-ALI-240L-SHA,PCS,Aliclean HDPE Dustbin Tyre Shaft,Automotive,1,24.90,21.50,-3.40,-13.65,1,ALIKE HARDWARE3
CUT-PAR-BM22,PCS,Bossman Brasil Design Machete 22,Abrasives & Cutting,9,23.90,20.50,-3.40,-14.23,9,CHIN LAI
"BUS-NYL-W/BOL-1 1/4""",PCS,No Brand Gate Boost Roller PVC 1-1/4 X 1-1/4,Doors & Hardware,10,7.30,3.90,-3.40,-46.58,10,KIONG JOUNG3
SMR-TCT-HOL-SAW-28MM,PCS,Smr Tct Holesaw 28MM,Power Tool Accessories,3,29.90,26.50,-3.40,-11.37,3,SYN JING LEE
TOO-ELE-TES-BRA,PCS,Brass Test Pen (yellow Card),Power Tools,5,13.20,9.80,-3.40,-25.76,4,ALIKE HARDWARE3
TOO-ELE-STR-WS104,EA,Tool Wire Striper,Electrical,2,24.90,21.50,-3.40,-13.65,2,SEBD3
PVC-STRAPPING-BLACK,KGS,PVC Strapping Black,Packaging,11,16.30,12.90,-3.40,-20.86,11,TIE BROTHER
TOO-CHI-STA-25MM,PCS,"1""/25MM Dynagrip Wood Chisel",Hand Tools,5,34.90,31.50,-3.40,-9.74,5,YUNG KONG
SHH-HOOK-9255SS-3/0,PKT,Eupro Octopus S/s Hook No. 3/0(9'S),Fishing & Tackle,1,14.30,10.90,-3.40,-23.78,1,SINHENHUA
CLI-ELE-CAB-20MM100'S,BOX,Cable Clip 20MM 40'S,Electrical,7,9.70,6.30,-3.40,-35.05,6,SEBD3
SHH-SPOON-2106,PCS,2106 (10G) 42MM Seahawk Iwana Spoon (silver Colour),Fishing & Tackle,10,15.00,11.60,-3.40,-22.67,9,SINHENHUA
SWI-PLK-5G1W-5051,PCS,Plk 5051 10A 5G 1W Switch SIRIM,Electrical,14,29.90,26.50,-3.40,-11.37,14,FULL-LITE
TOO-HOO-STEEL-12000,PCS,Arrow 12 Steel BAR Strapping Device,Packaging,8,17.30,13.90,-3.40,-19.65,8,CHIN LAI
IND-CAS-SWI8,PCS,Swivel Caster 8,Fishing & Tackle,4,31.90,28.50,-3.40,-10.66,4,SONIC3
TOO-CHI-STA-16MM,PCS,"5/8""/16MM Dynagrip Wood Chisel",Hand Tools,4,30.90,27.50,-3.40,-11.00,4,YUNG KONG
AER-MIN-POT-WAT-TAP,PCS,Aerico Mineral Pot Water Tap,Other,9,13.00,9.60,-3.40,-26.15,9,AERICO
"BRA-S/STEEL-L-12""X7""",SET,"S/steel L Bracket - 12""X7",Plumbing,9,36.90,33.50,-3.40,-9.21,9,BOON SENG
COC-BIB-LUX-LT8513,PCS,Luxtec Wall Bibtap LT-8513,Plumbing,1,29.90,26.50,-3.40,-11.37,1,VERTEX
FLO-MOC-LS414YLW,PCS,Lisa Yellow (LS414YLW),Flooring,1,9.00,5.60,-3.40,-37.78,1,ZHEN HUA HUNG
GWS060-BEARING-608-2RSH/C3,PCS,608 Bearing For Gws 060 Black,Other,3,24.90,21.50,-3.40,-13.65,3,SIBU BEARINGS
TOO-LEV-STA-993042291,PCS,8 X 3 Vials Torpedo Levels-magnetic,Power Tools,1,25.90,22.50,-3.40,-13.13,1,YUNG KONG
PLA-BAG-BLA-10X12,PCK,10 X 12 X 1KG PE (black),Packaging,5,14.30,10.90,-3.40,-23.78,5,SA GENERAL PLASTIC
"SHH-ROU-LAN-NET-18X1/2""",PCS,Round Landing Net 18 X 1/2,Fishing & Tackle,2,33.90,30.50,-3.40,-10.03,2,SINHENHUA
TOO-FIL-BCC-200MM,PCS,Bahco Handy File 4-153-08-1-2,Hand Tools,2,30.90,27.50,-3.40,-11.00,2,SUNWAY WINSTAR
"TOO-WRE-PLU-5/8""",PCS,5/8 T Plug Wrench,Hand Tools,4,15.20,11.80,-3.40,-22.37,4,TIE BROTHER3
TOO-SPA-BEN-12MM,PCS,Bend Spanner 1/2,Hand Tools,2,19.20,15.80,-3.40,-17.71,2,SONIC3
"SHH-ROU-LAN-NET-19X1/2""",PCS,Round Landing Net 19 X 1/2,Fishing & Tackle,1,35.90,32.50,-3.40,-9.47,1,SINHENHUA
PAI-GAL-606S,PCS,6 Gallon Pail,Housewares,1,19.30,15.90,-3.40,-17.62,1,ING CHOON
ADH-TAP-WIR-6.5YD-RED-ROLL,ROLL,Glotool Wire Tape - Red (10PCS/ROLL),Electrical,54,10.20,6.90,-3.30,-32.35,54,SONIC3
NIP-ODO-SFT-MATT-5L-A,CAN,5L Nippon Odourlite Soft Matt - A,Paint & Sundries,2,259.00,262.30,3.30,1.27,2,PAINT MAR.2
NIP-QLA-1L-T,CAN,1L Nippon Q-lac Tint Base,Paint & Sundries,3,54.90,51.60,-3.30,-6.01,2,PAINT MAR.2
ADH-TAP-ALU-48MMX25M,PCS,Glotool Alum Adhesive Tape 48MM X 25M,Chemicals & Adhesives,7,16.20,12.90,-3.30,-20.37,5,SONIC3
"PAI-ROL-SET-STA-4""",PCS,Stanley 4 Mini Roller (frame+refill),Paint & Sundries,5,11.20,7.90,-3.30,-29.46,5,YUNG KONG
BAT-ENE-HD-AAA4PCS,PCK,Eveready HD Aaa 4PC,Electrical,38,10.80,7.50,-3.30,-30.56,36,HUA BAN
"TOO-PLI-LOS-NOS-GT8""",PCS,Glotool Long Nose Plier 8,Hand Tools,9,15.20,11.90,-3.30,-21.71,9,SONIC3
PYE-WOO-VAR-250ML,TIN,PYE Wood VARNISH-250ML,Paint & Sundries,4,16.80,13.50,-3.30,-19.64,4,MULTICLASSIC
TOO-COM-W0287M-20MM,PCS,Com Ratchet Wrench 20MM,Hand Tools,3,40.90,37.60,-3.30,-8.07,3,JUMBO
ADH-TAP-WIR-SINO-48X10,ROLL,Sino PVC Tape (big) Black,Chemicals & Adhesives,29,8.80,5.50,-3.30,-37.50,29,ECO ENTERPRISE3
TOO-WRE-ADJ-GT250,PCS,Glotool Adjustable Wrench 10,Hand Tools,3,18.20,14.90,-3.30,-18.13,2,SONIC3
SWI-PLU-MK-654-13A,PCS,Mk 654 Whi 13A Plug Top 3PIN,Electrical,76,10.70,7.40,-3.30,-30.84,76,SEBD3
INK-POT-TC250,PCS,TC250 Big Ink Pot,Other,24,9.90,6.60,-3.30,-33.33,21,SYN JING LEE
TOL-BUS-BUT-YG886,PCS,Dual Push Button,Other,16,13.20,9.90,-3.30,-25.00,16,SYN JING LEE
CR-1220/5BE,PCS,CR-1220/5B Lithium 3V,Other,15,10.80,7.50,-3.30,-30.56,15,MOUNT OLIVE
HOS-COU-BR-16MM,PCS,Br Hose Coupling 16MM,Outdoor & Garden,8,9.90,6.60,-3.30,-33.33,8,HSIN NGIE
IND-TRO-WOO,PCS,Wooden Cement Trowel,Hand Tools,124,11.80,8.50,-3.30,-27.97,121,SYARIKAT HUA KIONG3
TRCK-(0.40MM)-50MM- 10FTS,PCS,Track (0.40MM) 50MM X 25MM X 3000MM -10FTS,Other,2,8.20,4.90,-3.30,-40.24,2,JCH
TOO-WRE-KEY-KTBAL-12004,SET,King TOP9PCS-4 Ball Point Hex Key Wrench,Hand Tools,6,17.20,13.90,-3.30,-19.19,6,LI HARDWARE
"BRO-HAN-RAKE-5'X1-1/8""",PCS,5 X 1-1/8 Rake Handle,Doors & Hardware,32,11.60,8.30,-3.30,-28.45,32,ING PING
SWI-SOC-ULT-M074MG,PCS,Ultra 1GANG Data Out (RJ45)-MAT Grey (M074MG),Electrical,8,32.90,29.60,-3.30,-10.03,8,TRISTAR
TOO-COM-IRO-BUL-19MM,PCS,19MM Iron Bull Spanner,Hand Tools,11,13.60,10.30,-3.30,-24.26,10,KIM KONG3
SWI-SOC-ULT-M021W,PCS,Ultra 16A 2 GANG 1 Way-white (M021W),Electrical,16,13.10,9.80,-3.30,-25.19,16,TRISTAR
MDD-CON-MALE-RED,PCK,Male Disconnects - Red (1.5MM) (20PCS/PCK),Electrical,3,6.60,9.90,3.30,50.00,3,ECO ENTERPRISE3
SHH-HOO-MS4310-NO.1/0,PCK,No. 1/0 Eupro Fishing Hook (9'S),Fishing & Tackle,3,11.60,8.30,-3.30,-28.45,3,SINHENHUA
SWI-SOC-ULT-M000MG,PCS,Ultra 1 GANG Blank Plate-matte Grey (M000MG),Electrical,8,12.30,9.00,-3.30,-26.83,8,TRISTAR
DOR-RUB-SEA-6501,PCS,6501 PVC Rubber Door Seal,Doors & Hardware,7,15.20,11.90,-3.30,-21.71,7,SYN JING LEE
"HAT-STR-20""",PCS,20 Straw Hat,Other,66,4.20,7.50,3.30,78.57,62,TIE BROTHER3
TYRE-LEVER,PCS,Tyre Lever,Automotive,19,13.20,9.90,-3.30,-25.00,19,CHUONG LEE
X-SWI-LWD-1WAY-2GANG,PCS,Niko S - 1G1W Switch White,Electrical,87,0.50,3.80,3.30,660.00,87,SEBD3
IND-PUN-YEL,PCS,PVC Punkis,Building Materials,15,10.50,7.20,-3.30,-31.43,12,SONIC3
BNW-B&N-ORI-12225,KGS,Mild Steel Bolt & Nut 1/2 X 9,Fasteners & Fixings,25,12.80,9.50,-3.30,-25.78,24.2,SONIC3
DOR-LOC-DRA-9001-22,PCS,Target 9001-22 Drawer Lock,Locks & Security,12,9.20,5.90,-3.30,-35.87,12,SYN JING LEE
FDD-CON-FEM-RED,PCK,Female Disconnect Red (1.5MM2) (20PCS/PCK),Electrical,4,6.60,9.90,3.30,50.00,4,ECO ENTERPRISE3
"DRA-SLI-WHI-18""",SET,Drawer Slide (light Duty) 18,Plumbing,13,13.20,9.90,-3.30,-25.00,13,SYN JING LEE
SHH-LSTFIS-BIG,PCS,Lst Fishing Lure (big),Fishing & Tackle,4,12.70,9.40,-3.30,-25.98,4,SINHENHUA
FIT-UPVC-SLE-82MM,PCS,U-pvc Sleeve 82MM 3,Plumbing,10,9.20,5.90,-3.30,-35.87,10,KIONG SING
"DRI-SDS-ADA-1/2""",PCS,Sds Adaptor 1/2,Power Tool Accessories,8,9.00,5.70,-3.30,-36.67,8,WHA WEE
DOR-PAD-KTAC100,SET,4 King Top A/c Surface Bolt,Fasteners & Fixings,5,10.20,6.90,-3.30,-32.35,5,LI HARDWARE
X-CAB-VGA-5M,PCS,Vga 5M Cable-b,Electrical,2,18.70,22.00,3.30,17.65,2,JAYAMAS
NIP-9000-GF-1L-P,CAN,1L Nippon 9000 Gf Pastel Base,Paint & Sundries,9,64.90,68.10,3.20,4.93,8,PAINT MAR.2
BOS-2608-578-159,PCS,Masonry Drill Bit 9MM X,Power Tool Accessories,7,9.80,6.60,-3.20,-32.65,7,CMW ENGINEERING
TOO-HAM-CHI-NIE-551-22-030,PCS,Nietz Chipping Hammer 551-22-030,Hand Tools,7,15.80,12.60,-3.20,-20.25,6,SUNWAY WINSTAR
NIETZ-MOU-FLA-WHE-57121060,PCS,Nietz Mounted Flap Wheel 57121060,Abrasives & Cutting,3,15.70,12.50,-3.20,-20.38,3,SUNWAY WINSTAR
NIETZ-MOU-FLA-WHE-57110060,PCS,Nietz Mounted Flap Wheel 57110060,Abrasives & Cutting,3,11.10,7.90,-3.20,-28.83,3,SUNWAY WINSTAR
DRI-SDS-GT02-15260,PCS,Glotool Sds Drill 15 X 260MM,Power Tool Accessories,3,13.20,10.00,-3.20,-24.24,3,SONIC3
NIETZ-MOU-FLA-WHE-57110100,PCS,Nietz Mounted Flap Wheel 57110100,Abrasives & Cutting,1,11.10,7.90,-3.20,-28.83,1,SUNWAY WINSTAR
"TOO-DRV-STA-PH1-3/16""X4""-9960651630",PCS,"Cushion Grip S/dr PHILIPS-3/16""X4""X1PT ( 1X100MM)",Power Tools,12,13.10,9.90,-3.20,-24.43,12,YUNG KONG
TOO-NIE-TAM-T20,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283020,Hand Tools,3,10.90,7.70,-3.20,-29.36,3,SUNWAY WINSTAR
WIN-BRA-DOU-7009,PCK,Sr Double Bracket 7009 (7002) X,Doors & Hardware,5,19.10,15.90,-3.20,-16.75,5,SYARIKAT HUA KIONG3
"TOO-DRV-STA-PH0-1/8""X5""",PCS,"Cushion Grip S/dr PHILIPS-1/8""X5""X0PT ( 0X125MM)",Power Tools,7,13.40,10.20,-3.20,-23.88,7,YUNG KONG
ANG-EAV901SS,PCS,Eav 901 SS Elise Double Open Angle (SUS304),Other,7,34.90,31.70,-3.20,-9.17,6,REXER3
TOO-DRV-STA-5X150MM,PCS,"Cushion Grip S/dr Std - (3/16""X6"")",Power Tools,6,14.00,10.80,-3.20,-22.86,6,YUNG KONG
TOO-NIE-TAM-T50,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283050,Hand Tools,1,19.50,16.30,-3.20,-16.41,1,SUNWAY WINSTAR
DUS-PAN-1993,PCS,Dustpan + Wooden Handle,Doors & Hardware,58,10.10,6.90,-3.20,-31.68,58,ING CHOON
PLA-BAG-W500-1518,PCK,15 X 18 X Tbag (aa),Packaging,13,9.70,6.50,-3.20,-32.99,43,SA GENERAL PLASTIC
TOO-WRE-PLU-T008,PCS,8MM T-plug Wrench,Hand Tools,15,11.10,7.90,-3.20,-28.83,14,WHA WEE
SHO-HEA-05369(H),SET,Esh 500A Shower Head 05369,Bathroom,5,18.70,15.50,-3.20,-17.11,5,REXER3
X-SAF-EAR-EM9001,PCS,Picasaf 9001 Ear Muffle (NRR21),Power Tools,2,13.20,10.00,-3.20,-24.24,2,SUNWAY WINSTAR
STO-MOU-A5-20X28,PCS,Mounted Stone:k-prix Korea A5 (20X28),Abrasives & Cutting,7,9.90,6.70,-3.20,-32.32,6,KWONG TECK CHIONG3
STO-MOU-M5-25X35,PCS,Mounted Stone:k-prix Korea M5 (25X35),Abrasives & Cutting,5,11.40,8.20,-3.20,-28.07,5,KWONG TECK CHIONG3
GAR-SHE-702,PCS,Tiger Pruning Shears Diagonal 702,Outdoor & Garden,16,12.10,8.90,-3.20,-26.45,15,SONIC3
WOO-HOE-CANGKUL,PCS,Kayu Cangkul,Building Materials,38,14.10,10.90,-3.20,-22.70,38,HWA SOONG TIMBER
"PLA-BAG-BIO-BLA-35""X47""-L",ROLL,Cleanguard 35 X 47 Oxo Bio-degradeble Garbage Bag Blk,Packaging,30,15.40,12.20,-3.20,-20.78,30,MAJOR HARVEST3
ELE-NIG-LIG-262,PCS,ML MX-667(262) 3 Pin Sensor Night Light,Electrical,12,9.70,6.50,-3.20,-32.99,11,FULL-LITE
"FIT-SS232-ELB-3/4""-SUS304",PCS,SS Equal Elbow 3/4,Plumbing,10,10.70,7.50,-3.20,-29.91,10,SYN JING LEE
STO-MOU-M4-26X27,PCS,Mounted Stone:k-prix Korea M4 (26X27),Abrasives & Cutting,3,10.40,7.20,-3.20,-30.77,3,KWONG TECK CHIONG3
VAL-BAL-CNN-18MM,PCS,Steel Ball Valve - Cnn 18 MM,Plumbing,11,13.70,10.50,-3.20,-23.36,10,SONIC3
TOO-SPA-BEN-BLK-06MM,LGHT,BAR Bender: (m) Black 1/4,Power Tools,8,13.70,10.50,-3.20,-23.36,8,KWONG TECK CHIONG3
MDD-CON-MALE-RED-1,PCK,Male Disconnects - Red (1.5MM) (10PCS/PCK),Electrical,2,3.30,6.50,3.20,96.97,2,ECO ENTERPRISE3
TOO-DRV-SET-APS-353,SET,Arrow Precision Screwdriver Set,Hand Tools,7,18.70,15.50,-3.20,-17.11,7,CHIN LAI
LOC-GLA-SLI-TAR-9013-01,PCS,Target 9013-01 Sliding Glass Lock,Locks & Security,11,10.40,7.20,-3.20,-30.77,11,SYN JING LEE
DRI-BIT-116F,PCS,16MM Hitmax Diamond Core Bit,Power Tool Accessories,3,15.10,11.90,-3.20,-21.19,3,CRYSTAL TRIUMPH S/B
GUN-GRE-HOSE,PCS,Flexible Grease Gun Hose 11 X 300MM,Automotive,9,11.00,7.80,-3.20,-29.09,9,SONIC3
GAR-SPN-IRO-HAN-SHO,PCS,Mini Scope-sponge Handle,Doors & Hardware,4,8.10,4.90,-3.20,-39.51,4,TIE BROTHER3
SWI-SOC-POL-756,PCS,Pol 13A Switch Socket (756),Electrical,23,9.10,5.90,-3.20,-35.16,19,ECO ENTERPRISE3
"DRI-AUG-SDS-9/16""",PCS,9/16 Sds Plus Auger Bit,Power Tool Accessories,11,16.70,13.50,-3.20,-19.16,10,DALMAX3
X-FLO-MOC-30R188,PCS,12 X 12 Floor Tiles 30R188,Power Tools,2,0.50,3.70,3.20,640.00,2,CHEE LIAN
X-FLO-MOC-30R166,PCS,12 X 12 Floor Tiles 30R166,Power Tools,1,0.50,3.70,3.20,640.00,1,CHEE LIAN
IND-CAS-GLI-RIG-50MM,EA,2 IN Glide Rigid Caster Wheel,Building Materials,3,10.40,7.20,-3.20,-30.77,3,CHIONG SENG
BAT-ENE-MAX-AA4PCS,PCK,En Max Aa 4 Pc,Electrical,128,19.90,16.80,-3.10,-15.58,128,HUA BAN
SHO-SOR-SRTSH22612,PCS,Sorento 204MM ABS Chrome Surface Rainshower Head,Bathroom,2,88.90,92.00,3.10,3.49,2,SYNTALUN
PAI-SPR-SAM-PR-500,PCS,Samurai Spray Paint Paint Remover,Paint & Sundries,24,20.90,17.80,-3.10,-14.83,24,KIM KONG3
GRA-SAN-SWFG-SS304-6610,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6610 SUS304,Bathroom,3,34.90,38.00,3.10,8.88,3,VTC HARDWARE
GRA-SAN-SWFG-SS304-6606,PCS,Saniware Floor Grating (150X150),Bathroom,2,36.90,40.00,3.10,8.40,2,VTC HARDWARE
BID-SOR-SRT83-CR,PCS,Sorento Bidet ABS,Bathroom,1,64.90,68.00,3.10,4.78,1,SYNTALUN
SHO-SAN-SWP-SA-150,PCS,Saniware Premier Shower Arm,Bathroom,2,20.90,24.00,3.10,14.83,2,VTC HARDWARE
IND-SCO-SMR-S512TY,PCS,Samurai King Steel Shovel S512TY (PCS),Building Materials,21,20.00,16.90,-3.10,-15.50,31,SYN JING LEE
BRU-CUP-GDB-75M1015,PCS,Glotool C/brush (b) 75M10*1.5,Other,18,12.40,9.30,-3.10,-25.00,18,SONIC3
TOO-HAM-SLE-GT08LB,PCS,Glotool Sledge Hammer 8LB,Hand Tools,3,63.90,67.00,3.10,4.85,3,SONIC3
BOS-2608-608-T66-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G100-8,Abrasives & Cutting,10,12.60,9.50,-3.10,-24.60,10,CMW ENGINEERING
BOS-2608-603-360,PCS,Flap Disc 4 P120 (standard For Inox),Power Tools,2,19.60,16.50,-3.10,-15.82,2,CMW ENGINEERING
TOO-NIE-PLU-COU-20SM,PCS,Nietz Quick Coupler Socket 20SM,Electrical,13,22.90,19.80,-3.10,-13.54,13,SUNWAY WINSTAR
BOS-2608-595-077,PCS,Hss-g Metal Bit 10.0MM,Power Tools,4,22.90,19.80,-3.10,-13.54,4,CMW ENGINEERING
TOO-NIE-BIT-SCKT-1/2IN-T40,PCS,Nietz Drive Long Str Bit 50244140 T40,Power Tools,1,24.90,21.80,-3.10,-12.45,1,SUNWAY WINSTAR
ELE-D/L-PHI-3U-11W-E27,PCS,Philips Essential Stick E27 11W LED Bulb,Lighting,8,19.90,16.80,-3.10,-15.58,8,CIMA
"FIT-BUT-CON-MALE-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Tank Connector Male,Plumbing,15,8.50,5.40,-3.10,-36.47,15,HUA BAN
BID-CAB-CB55CR,UNIT,Cabana Bidet (chrome),Bathroom,2,54.90,58.00,3.10,5.65,2,HUE HOME
BAS-SOR-SRTW5000,PCS,Sorento 80MM Pop Up Waste (W/0 Over Flow),Plumbing,1,74.90,78.00,3.10,4.14,1,SYNTALUN
IND-CAS-SWI-BRA-75MM,PCS,3 DL5 Tpr M/duty 2 Bearing Swivel Caster W D/ Brake,Fishing & Tackle,24,29.90,26.80,-3.10,-10.37,24,DALMAX3
BOS-2608-630-031,PCS,Jigsaw Blade T101AO,Power Tool Accessories,6,10.80,7.70,-3.10,-28.70,6,CMW ENGINEERING
BOS-2608-680-268,PCS,Sds + Drill Bit S3 7 X 100/160MM,Power Tool Accessories,5,12.80,9.70,-3.10,-24.22,4,CMW ENGINEERING
BOS-2608-680-283,PCS,Sds + Drill Bit S3 14 X 200/260MM,Power Tool Accessories,2,26.90,23.80,-3.10,-11.52,2,CMW ENGINEERING
SEN-VAC-BRA-DHS19,PCS,19MM X M10 Sensui Vacuum Brazed Diamo,Home Appliances,1,51.90,48.80,-3.10,-5.97,1,CRYSTAL TRIUMPH S/B
"TOO-NIE-SOC-HAN-1/2""-17MM",PCS,Nietz Dr Chrome Socket (12PT)50043017 17MM,Electrical,4,13.00,9.90,-3.10,-23.85,4,SUNWAY WINSTAR
HOS-SPR-TRN-ST3355,PCS,S/s High Pressure Shower Hose 1.5M,Bathroom,12,26.90,23.80,-3.10,-11.52,12,SYN JING LEE
ADH-TAP-NISSHO-HCH-SG0006,ROLL,10MM X 10Y Nissho Acyclic Foam Side Tape (red),Chemicals & Adhesives,10,14.30,11.20,-3.10,-21.68,10,REXER3
TOO-NIE-SOC-KEY-L05MM,PCS,Nietz 1/2 IN Drive Long Allen Bxsocket 50240105 5MM,Power Tools,3,24.90,21.80,-3.10,-12.45,3,SUNWAY WINSTAR
SAN-SWPW-SS-W121A,PCS,Waste With Overflow SWPW-SS-W121A,Plumbing,1,32.90,36.00,3.10,9.42,1,VTC HARDWARE
SAN-SWPW-SS-W121B,PCS,Waste Without Overflow SWPW-SS-W121B,Plumbing,1,31.90,35.00,3.10,9.72,1,VTC HARDWARE
SAN-SWPW-SS-W81B,PCS,Waste Without Overflow SWPW-SS-W81B,Plumbing,1,24.90,28.00,3.10,12.45,1,VTC HARDWARE
GUM-HAR-RS200W-WHT,PCS,Acrylic Sealant: Hardex White,Chemicals & Adhesives,65,9.00,5.90,-3.10,-34.44,103,KWONG TECK CHIONG
HHD-STO-JYMT-150MM,PCS,6 Jayamata Sharpening Stone,Bathroom,8,19.90,16.80,-3.10,-15.58,7,WHA WEE
PVC-SPONGE-MATE-CX1200,PCS,"48""X66 PVC Sponge Mat",Packaging,69,21.90,18.80,-3.10,-14.16,68,CHUNS TRADING
IND-TRO-PLA-STE-99999,PCS,"Blue Steel Cement Trowel 4 1/2""X11 1.0MM",Hand Tools,84,13.60,10.50,-3.10,-22.79,81,BOON SENG
CIMA-DL-L-SC40F-12W-DL,SET,Senco 4 Square LED Panel Light Iron (dob) 12W,Home Appliances,5,19.60,16.50,-3.10,-15.82,5,CIMA
TOO-NIE-ALL-KEY-06MM,PCS,Nietz E/long Ball Point Satin Wrch 53252060 6MM,Power Tools,2,12.00,8.90,-3.10,-25.83,2,SUNWAY WINSTAR
LET-BOX-HW305B-0126S,PCS,Metal Letter Box (256X176X51MM) Black,Doors & Hardware,4,59.90,63.00,3.10,5.18,4,KANSSAN
"TOO-CUT-BOL-GT36""",PCS,Glotool Bolt Clipper 36,Fasteners & Fixings,2,84.90,88.00,3.10,3.65,2,SONIC3
TOO-BRA-STA-991002130,PCS,(5/8 Cap) Bit Brace 10,Power Tools,2,91.90,95.00,3.10,3.37,2,YUNG KONG
TOO-PLI-RIV-ASAKI,PCS,Asaki Hand Riveter,Power Tools,4,42.90,39.80,-3.10,-7.23,4,SYN JING LEE
TOO-CUT-SNIW107C,PCS,Aviation Snips 250MM W0107C,Power Tools,4,40.90,37.80,-3.10,-7.58,4,JUMBO
"FAS-SCR-CSK-1"" X 6G - BOX",BOX,Sr Csk Tapping Screw 1 X 6G (1000PCS/BOX),Fasteners & Fixings,3,61.90,58.80,-3.10,-5.01,3,SYARIKAT HUA KIONG3
"TOO-CUT-BOL-GT24""",PCS,Glotool Bolt Clipper 24,Fasteners & Fixings,2,54.90,58.00,3.10,5.65,2,SONIC3
TOO-NIE-TAM-T25,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283025,Hand Tools,3,11.80,8.70,-3.10,-26.27,3,SUNWAY WINSTAR
SHH-LURE-H2130-3.0CM,PCS,Huizhu Fishing Super Lure Frog 3.0CM (soft),Fishing & Tackle,4,11.60,8.50,-3.10,-26.72,3,SINHENHUA
SWI-T/BOX-540A,SET,Extension Box Sp PP100-540A,Electrical,4,32.90,29.80,-3.10,-9.42,4,FULL-LITE
X-BAT-ENE-MAX+-AAA2PCS,PCK,Enr Max Alk Aa 12 PCS,Power Tools,23,39.90,36.80,-3.10,-7.77,23,HUA BAN
BOS-2608-690-128(1),PCS,Sds Max Pointed Chisel,Power Tool Accessories,1,59.90,63.00,3.10,5.18,1,CMW ENGINEERING
LOC-APL-110-40MM-S/S,PCS,Armor S/steel Padlock APL-110-40MM SUS-304,Locks & Security,3,68.90,72.00,3.10,4.50,3,VERTEX
TOO-WRE-BELW0020B,PCS,"Belt Wrench 9""/225MM",Hand Tools,4,49.90,46.80,-3.10,-6.21,3,JUMBO
DRI-SAW-A68-10MM,PCS,Sawman A68 Multi Purpose Drill Bit 10MM,Power Tool Accessories,8,10.30,7.20,-3.10,-30.10,8,SYN JING LEE
HHD-VAL-FLO-BRA-CIT-12MM,PCS,City Moh Brass Float VALVE-1/2,Fishing & Tackle,8,22.90,19.80,-3.10,-13.54,8,SUNWAY WINSTAR
TOO-HAN-TW0019,PCS,1/2 Sliding T-bar,Power Tools,3,20.90,17.80,-3.10,-14.83,3,JUMBO
PYE-FLE-SEAL-1.0KG-GREY,TIN,PYE Flexible Seal 1.0KG (grey),Building Materials,8,31.90,28.80,-3.10,-9.72,8,BENTON3
TOO-COM-IRO-BUL-32MM,PCS,32MM Iron Bull Spanner,Hand Tools,6,41.90,38.80,-3.10,-7.40,6,KIM KONG3
BOS-2608-690-122,PCS,Sds + Pencil Flat Chisel,Power Tool Accessories,2,18.00,14.90,-3.10,-17.22,2,CMW ENGINEERING
"TOO-PICK-ALUM-00657T-33""",PCS,33 Aluminium Foldable Pick Up Tool,Power Tools,10,42.90,39.80,-3.10,-7.23,10,DALMAX3
