item_code,uom,display_name,display_name_proposed,changed
ELE-CEI-LIG-15186/96W,PCS,Ceiling Light 3CLR 15186/96W,Ceiling Light 3CLR 15186/96W,no
ELE-D/L-PHI-LED-13W,PCS,Philips Essential 13W E27 LED Bulb,Philips Essential 13W E27 LED Bulb,no
"FIT-BUT-ELB-MALE-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Elbow Male,Buteline 25MMX3/4 PE Elbow Male,no
MEA-TAP-STE-GLO-10M,PCS,Glotool Steel Tape Type:b 10.0M,Glotool Steel Tape Type:b 10.0M,no
MIX-DEK-MX907B,PCS,Dekka KF-907B Mixer,Dekka KF-907B Mixer,no
VAL-ANG-SRTWT908SS,PCS,Sorento S/steel Angle Valve,Sorento S/steel Angle Valve,no
BAT-STA-SCB12S,PCS,Battery 12V Max (10.8V) 1.5AH Stanley,Battery 12V Max (10.8V) 1.5AH Stanley,no
BOS-0601-980-5L0,UNIT,Gbl 620 Blower,Gbl 620 Blower,no
BOS-2608-615-056,PCS,Diamond Cutting Blade Concrete,Diamond Cutting Blade Concrete,no
BOS-2608-680-293,PCS,Sds + Drill Bit S3 22 X 400/460MM,Sds + Drill Bit S3 22 X 400/460MM,no
BRU-END-HAW-509062,PCS,Glotool E/brush (b) 19MM,Glotool E/brush (b) 19MM,no
GAR-SPR-PRE-L860,PCS,Glotool Pressure Sprayer 16 Litre,Glotool Pressure Sprayer 16 Litre,no
GAS-STO-WH02-013,SET,Warehouse Double Gas Cooker,Warehouse Double Gas Cooker,no
NIE-SOC-HAN-DEE-06P-1/2-30MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042030 30MM,Nietz Dr Deep Cr Socket (6PT) 50042030 30MM,no
NIE-SOC-HAN-DEE-06P-1/2-32MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042032 32MM,Nietz Dr Deep Cr Socket (6PT) 50042032 32MM,no
NIETZ-MOU-FLA-WHE-57121060,PCS,Nietz Mounted Flap Wheel 57121060,Nietz Mounted Flap Wheel 57121060,no
NIETZ-MOU-FLA-WHE-57122100,PCS,Nietz Mounted Flap Wheel 57122100,Nietz Mounted Flap Wheel 57122100,no
NIETZ-MOU-FLA-WHE-57142060,PCS,Nietz Mounted Flap Wheel 57142060,Nietz Mounted Flap Wheel 57142060,no
RIC-COO-MID-MRD180B1BDN,PCS,"Midea 1.8L Digital Rice Cooker 760-905W, 6 Present Menus","Midea 1.8L Digital Rice Cooker 760-905W, 6 Present Menus",no
SAF-BOX-YSS380,UNIT,Yale Yss 380 Standard Safe ( File),Yale Yss 380 Standard Safe ( File),no
SHO-CAB-CSS8801,PCS,Cab Exposed Shower Set,Cab Exposed Shower Set,no
SHO-SAN-SSP-6005503SS,PCS,S600 3WAY Bath Shower Set For Water Heater,S600 3WAY Bath Shower Set For Water Heater,no
TAP-CAB-CB4942-BL,PCS,Cabana High Basin Cold Tap (matt Black),Cabana High Basin Cold Tap (matt Black),no
TOO-NIE-PLU-COU-30PM,PCS,Nietz Quick Coupler Plug 30PM,Nietz Quick Coupler Plug 30PM,no
TOW-SRT764-24-CR,PCS,Srt Moveable Towel Shelf 600MM (chrome),Srt Moveable Towel Shelf 600MM (chrome),no
BOS-0601-394-0L0,UNIT,Gws 750 Angle Grinder,Gws 750 Angle Grinder,no
BOS-F016-800-536,PCS,Bosch 360 Degree Gun Aqt 100,Bosch 360 Degree Gun Aqt 100,no
ELE-D/L-LEDT140-100-6-100W,PCS,Arex Eco LED T140 100W E27,Arex Eco LED T140 100W E27,no
ELE-PEN-170/BK-E27,PCS,Pendant Lamp 170-BK,Pendant Lamp 170-BK,no
GLU-EPO-356G,SET,Pioneer Epoxy Glue 356G X,Pioneer Epoxy Glue 356G X,no
"NIE-HAN-L-1/2""",PCS,Nietz Dr L Hdl (CR-MO)50047610 10IN,Nietz Dr L Hdl (CR-MO)50047610 10IN,no
NIP-ECO-LR,CAN,1L 811-0736 Eco 200 Red Lr,1L 811-0736 Eco 200 Red Lr,no
PAI-SPR-SAM-012,PCS,Samurai Spray Paint 12 Yellow,Samurai Spray Paint 12 Yellow,no
SIN-CAB-CKS315,PCS,Cabana S/steel Kitchen Sink CKS315,Cabana S/steel Kitchen Sink CKS315,no
TOO-COM-GLO-21MM,PCS,Glotool Combination Wrench 21MM,Glotool Combination Wrench 21MM,no
TOO-HAM-CRO-GT16MM,PCS,Glotool Cross Pein Hammer 16MM,Glotool Cross Pein Hammer 16MM,no
BOS-2608-680-272,PCS,Sds + Drill Bit S3 8 X 200/260MM,Sds + Drill Bit S3 8 X 200/260MM,no
BOS-2608-900-551,PCS,Jigsaw Blade T308B,Jigsaw Blade T308B,no
FAN-CEI-KDK-K14XZ,SET,Kdk Ceiling Fan,Kdk Ceiling Fan,no
"FIT-BUT-CON-MALE-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Tank Connector Male,Buteline 25MMX3/4 PE Tank Connector Male,no
"FIT-BUT-STR-MALE-20MMX3/4""",PCS,Buteline 20MMX3/4 PE Straight Male,Buteline 20MMX3/4 PE Straight Male,no
SIN-SKS-4440,PCS,Sp S600 Single Bowl Kitchen Sink,Sp S600 Single Bowl Kitchen Sink,no
TOO-NIE-SOC-HDL-10MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050210 10MM,Nietz T Hdl Deep Socket Wrch (6PT)50050210 10MM,no
ALP-WAT-HEA-CX9-EP-MOC,UNIT,Alpha Instant Water Heater Rainshower-dk Mocha,Alpha Instant Water Heater Rainshower-dk Mocha,no
ALP-WAT-HEA-IM-9EP-BLK,UNIT,Alpha Instant Water Plus Rainshower-blk,Alpha Instant Water Plus Rainshower-blk,no
BOS-2608-680-285,PCS,Sds + Drill Bit S3 16 X,Sds + Drill Bit S3 16 X,no
ELE-D/L-PHI-LED-11W/E27-YEL,PCS,Philips Essential 11W E27 LED Bulb,Philips Essential 11W E27 LED Bulb,no
ELE-D/L-PHI-LED-5W-ESS,PCS,Philips Essential 5W E27 LED Bulb,Philips Essential 5W E27 LED Bulb,no
EXH-FAN-OS-18EF,PCS,Osaki Industrial Exhaust Fan 18 240V,Osaki Industrial Exhaust Fan 18 240V,no
"FAN-WALL-KDK-KU408-16""",PCS,Kdk Wall FAN-16 KU408,Kdk Wall FAN-16 KU408,no
GAS-STO-BGC-8823,PCS,Butterfly Double Gas Stove BGC-8823,Butterfly Double Gas Stove BGC-8823,no
"NIE-ADA-1/2""X3/4""",PCS,Nietz Adaptor 50046746,Nietz Adaptor 50046746,no
NIE-SOC-HAN-DEE-06P-1/2-11MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042011 11MM,Nietz Dr Deep Cr Socket (6PT) 50042011 11MM,no
NIE-SOC-HAN-DEE-12P-1/2-12MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045012 12MM,Nietz Dr Deep Cr Socket (12PT) 50045012 12MM,no
PAI-SPR-SAM-003,PCS,Samurai Spray Paint 3 Silver,Samurai Spray Paint 3 Silver,no
RUB-BAN-38MM,PCK,1.5 Rubber Band,1.5 Rubber Band,no
TAP-CAB-CB4944-CR,PCS,Cabana High Basin Cold Tap,Cabana High Basin Cold Tap,no
TOO-NIE-PLU-COU-30PF,PCS,Nietz Quick Coupler Plug 30PF,Nietz Quick Coupler Plug 30PF,no
TOO-NIE-PLU-COU-40SH,PCS,Nietz Quick Coupler Socket 40SH,Nietz Quick Coupler Socket 40SH,no
BOS-2608-595-334,PCS,Hss-g Metal Bit 4.8MM,Hss-g Metal Bit 4.8MM,no
BOS-2608-615-025,PCS,Diamond Cutting Blade Universal,Diamond Cutting Blade Universal,no
BOS-2608-680-273,PCS,Sds + Drill Bit S3 10 X 100/160MM,Sds + Drill Bit S3 10 X 100/160MM,no
"FAN-VEN-KDK-20WUD-8""",PCS,8 Kdk Glass Mount Ventilator Fan,8 Kdk Glass Mount Ventilator Fan,no
TOO-COM-GLO-17MM,PCS,Glotool Combination Wrench 17MM,Glotool Combination Wrench 17MM,no
TOO-COM-GLO-32MM,PCS,Glotool Combination Wrench 32MM,Glotool Combination Wrench 32MM,no
TOO-HAM-CRO-GT14MM,PCS,Glotool Cross Pein Hammer 14MM,Glotool Cross Pein Hammer 14MM,no
TOO-NIE-MAG-1.5LB-50521024,PCS,Nietz Flexible Shaft Magnetic Pick,Nietz Flexible Shaft Magnetic Pick,no
BOS-2608-680-291,PCS,Sds + Drill Bit S3 20 X 400/460MM,Sds + Drill Bit S3 20 X 400/460MM,no
BUL-FFL-40W-B22-FROST,PCS,Ffl 40W B22 Standard Bulb-frost,Ffl 40W B22 Standard Bulb-frost,no
COC-SOR-SRTWT2201,UNIT,Sorento Wall Mounted Kitchen,Sorento Wall Mounted Kitchen,no
ELE-TUB-LED-2FT-10W-6500K,PCS,9W LED Glass Tube,9W LED Glass Tube,no
"FIT-BUT-TEE-MALE-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Tee Male,Buteline 25MMX3/4 PE Tee Male,no
GRA-SOR-SRT6643-GM,PCS,Sorento Anti Odour Floor Trap,Sorento Anti Odour Floor Trap,no
GUM-HAR-RS900B,PCS,Silicone Hardex Neutral Black,Silicone Hardex Neutral Black,no
"IND-SLO-ANG-1.5""X1.5""",PCS,Glotool Slotted Angle 1.5 X 1.5,Glotool Slotted Angle 1.5 X 1.5,no
MIX-CAB-C8122,PCS,Cabana Bath/shower MIXER-C8122,Cabana Bath/shower MIXER-C8122,no
SIN-CAV-CA1842C,PCS,Cavallo S/steel Sink CA1842C,Cavallo S/steel Sink CA1842C,no
TOO-NIE-PLU-COU-800PHA,PCS,Nietz High Flow Quick Coupler Plug 50861802,Nietz High Flow Quick Coupler Plug 50861802,no
BOS-2608-585-875,PCS,Hss-g Cobal Bit 2.5MM (PCS),Hss-g Cobal Bit 2.5MM (PCS),no
FAN-CEI-KHI-BLK-CF615E,SET,B - 60 Ceiling Fan (3 IN 1) - Black,B - 60 Ceiling Fan (3 IN 1) - Black,no
HAN-CLE-3.78L-58550369,CAN,Nietz Industrial Hand Cleaner,Nietz Industrial Hand Cleaner,no
INS-IS1503,SET,Wall Hung Basin & Pedestal Set,Wall Hung Basin & Pedestal Set,no
TOO-NIE-SOC-KEY-L12MM,PCS,Nietz 1/2 IN Drive Long Allen Bxsocket 50240112 12MM,Nietz 1/2 IN Drive Long Allen Bxsocket 50240112 12MM,no
BAT-ENE-SHD-6V1PVC,PCS,Eveready Shd 6V 1PC,Eveready Shd 6V 1PC,no
BID-CAB-CB88SS-DIY,PCS,Cabana 2WAY Tap S/s 304 Hand Bidet,Cabana 2WAY Tap S/s 304 Hand Bidet,no
BUL-FFL-60W-B22-FROST,PCS,Ffl 60W B22 Standard Bulb-frost,Ffl 60W B22 Standard Bulb-frost,no
DC-DQE1200/10L,SET,Oil-free Air Compressor (10L),Oil-free Air Compressor (10L),no
GAS-REG-BTY182-CT,SET,Butterfly LPG Regulator 182-CT,Butterfly LPG Regulator 182-CT,no
NIE-SOC-HAN-DEE-06P-1/2-25MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042025 25MM,Nietz Dr Deep Cr Socket (6PT) 50042025 25MM,no
SEN-VAC-BRA-DHS22,PCS,22MM X M10 Sensui Vacuum Brazed Diamo,22MM X M10 Sensui Vacuum Brazed Diamo,no
SINK-TAP-TWN-LUX-LM8865,PCS,Luxmart Twins Spout Wall Sink Tap,Luxmart Twins Spout Wall Sink Tap,no
TAP-CAB-CB5132,UNIT,Cabana Wall-mounted Sink Filter Tap,Cabana Wall-mounted Sink Filter Tap,no
TOO-COM-GLO-15MM,PCS,Glotool Combination Wrench 15MM,Glotool Combination Wrench 15MM,no
TOO-NIE-PLU-COU-20PM,PCS,Nietz Quick Coupler Plug 20PM,Nietz Quick Coupler Plug 20PM,no
WAL-DOW-2117-E27,PCS,Out/d Wall Lamp,Out/d Wall Lamp,no
ADH-TAP-OPP-T80Y,PCS,Glotool Opp Tape 48 MM X 80 Yd (transp),Glotool Opp Tape 48 MM X 80 Yd (transp),no
BID-CAB-CB55CR,UNIT,Cabana Bidet (chrome),Cabana Bidet (chrome),no
BOS-0601-2A8-0L0,UNIT,Gss 140 Orbital Sander,Gss 140 Orbital Sander,no
IND-SCO-SMR-S503TY,PCS,Samurai King Steel Shovel S503TY (PCS),Samurai King Steel Shovel S503TY (PCS),no
NIP-EAS-6003-7L,CAN,7L Easycoat Emulsion 6003 Lime Fizz,7L Easycoat Emulsion 6003 Lime Fizz,no
NIP-FLO-5L-T,CAN,5L Nippon Floor Coating Tint Base,5L Nippon Floor Coating Tint Base,no
RIC-COO-BTY-PL-50,PCS,Butterfly Gas Rice Cooker,Butterfly Gas Rice Cooker,no
SEN-VAC-BRA-DHS20,PCS,20MM X M10 Sensui Vacuum Brazed Diamo,20MM X M10 Sensui Vacuum Brazed Diamo,no
TOO-HAM-CLA-GT27MM,PCS,Glotool Claw Hammer 27MM,Glotool Claw Hammer 27MM,no
VAC-DEC-D1E20V,UNIT,Black+decker 20V Max Pc Dustbuster+ Bat 2.0AH,Black+decker 20V Max Pc Dustbuster+ Bat 2.0AH,no
X-ELE-BUL-D/L-HOM-18W-6500K,PCS,Hermanns LED Bulb E27 18W,Hermanns LED Bulb E27 18W,no
BOS-0600-800-010,ROLL,Bosch Green Hose 10M,Bosch Green Hose 10M,no
BOS-2607-019-115,SET,Hss-g Bit Set 10 Piece,Hss-g Bit Set 10 Piece,no
BOS-2608-595-052,SET,Hss-g Metal Bit 2.2MM,Hss-g Metal Bit 2.2MM,no
BOS-2608-595-053,SET,Hss-g Metal Bit 2.5MM (SET),Hss-g Metal Bit 2.5MM (SET),no
BOS-2608-680-277,PCS,Sds + Drill Bit S3 12 X 100/160MM,Sds + Drill Bit S3 12 X 100/160MM,no
BOX-ICE-100LTR-BLUE,PCS,Insulated Ice Box (ks) - Blue,Insulated Ice Box (ks) - Blue,no
ELE-CEI-LIG-A037/400-3CLR+BL,PCS,Ceiling Light A037-400-3CLR+BL,Ceiling Light A037-400-3CLR+BL,no
FAN-CEI-KDK-15Y2-S-004,SET,Kdk Ceiling Fan 60 Copper,Kdk Ceiling Fan 60 Copper,no
"FAN-VEN-KDK-30AQM8-12""",PCS,Kdk Ventilator FAN-12,Kdk Ventilator FAN-12,no
"FAN-WALL-KDK-KU453-18""",PCS,18 Kdk Wall Fan,18 Kdk Wall Fan,no
GUM-HAR-650,SET,Red Silicone Hardex,Red Silicone Hardex,no
PRO-COAT-Z588-GRY-18KG,TIN,Procoat Z588 Grey 18KG,Procoat Z588 Grey 18KG,no
TOO-DRV-MAG-GLO865,PCS,Glotool Magnetic Bit Holder 8 X 65MM,Glotool Magnetic Bit Holder 8 X 65MM,no
TOO-HAM-CLA-GT23MM,PCS,Glotool Claw Hammer 23MM,Glotool Claw Hammer 23MM,no
BAT-ENE-SHD-9V1PCS,PCK,Eveready Shd 9V 1PC,Eveready Shd 9V 1PC,no
BOS-2608-595-049,PCS,Hss-g Metal Bit 1.0MM,Hss-g Metal Bit 1.0MM,no
BOS-2608-595-053,PCS,Hss-g Metal Bit 2.5MM (PCS),Hss-g Metal Bit 2.5MM (PCS),no
BOS-2608-615-113,PCS,7 Diamond Cutting Blade Universal,7 Diamond Cutting Blade Universal,no
BOS-2608-680-292,PCS,Sds + Drill Bit S3 22 X 200/260MM,Sds + Drill Bit S3 22 X 200/260MM,no
GAS-STO-BGC-868/305,SET,Butterfly SS Double Gas Cooker,Butterfly SS Double Gas Cooker,no
GRA-SOR-SRT6641,PCS,Sorento Anti Odour Floor Trap Satin Finish,Sorento Anti Odour Floor Trap Satin Finish,no
MIR-GLO-S-RR50160A281S(BK),PCS,500X1600(RECTANGULAR) Alum. Frame Mirror Rc-blk (bk),500X1600(RECTANGULAR) Alum. Frame Mirror Rc-blk (bk),no
NIE-SOC-HAN-DEE-06P-1/2-10MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042010 10MM,Nietz Dr Deep Cr Socket (6PT) 50042010 10MM,no
NIE-SOC-HAN-DEE-06P-1/2-14MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042014 14MM,Nietz Dr Deep Cr Socket (6PT) 50042014 14MM,no
NIE-SOC-HAN-DEE-06P-1/2-15MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042015 15MM,Nietz Dr Deep Cr Socket (6PT) 50042015 15MM,no
NIE-SOC-HAN-DEE-06P-1/2-22MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042022 22MM,Nietz Dr Deep Cr Socket (6PT) 50042022 22MM,no
NIE-SOC-HAN-DEE-12P-1/2-15MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045015 15MM,Nietz Dr Deep Cr Socket (12PT) 50045015 15MM,no
SHO-SAN-SSP-6005502SS,PCS,S600 2WAY Bath Shower Set For Water Heater,S600 2WAY Bath Shower Set For Water Heater,no
SOA-CAB-CPA1088S,UNIT,Cabana Soap Dispenser (1000ML),Cabana Soap Dispenser (1000ML),no
TOO-NIE-SOC-HDL-13MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050213 13MM,Nietz T Hdl Deep Socket Wrch (6PT)50050213 13MM,no
VAL-SAN-SW-SS-AV-77,PCS,Saniware Angle Valve SW-SS-AV-77,Saniware Angle Valve SW-SS-AV-77,no
VAL-SAN-SW-SS-AV-80,PCS,Saniware Angle Valve SW-SS-AV-80,Saniware Angle Valve SW-SS-AV-80,no
VAL-SOR-SRTWT806,PCS,Sorento S/s Chrome Plated Angle Valve,Sorento S/s Chrome Plated Angle Valve,no
BOS-1619-P07-571,SET,Carbon Brush Gws 060,Carbon Brush Gws 060,no
BOS-2608-630-058,PCS,Jigsaw Blade T244D,Jigsaw Blade T244D,no
BOS-2608-680-290,PCS,Sds + Drill Bit S3 20 X 200/260MM,Sds + Drill Bit S3 20 X 200/260MM,no
CIMA-1618/L/24W/G,SET,Cei/lamp Ic Control 1618/22W/G,Cei/lamp Ic Control 1618/22W/G,no
ELE-D/L-PLC-LED-9W,PCS,Philips LED Plc 9W 865 2P G24D,Philips LED Plc 9W 865 2P G24D,no
"FAN-WALL-NIKO-26""",PCS,Niko Fi- 26 Ind. Wall Fan 240V,Niko Fi- 26 Ind. Wall Fan 240V,no
NIETZ-MOU-FLA-WHE-57121100,PCS,Nietz Mounted Flap Wheel 57121100,Nietz Mounted Flap Wheel 57121100,no
NIETZ-MOU-FLA-WHE-57122080,PCS,Nietz Mounted Flap Wheel 57122080,Nietz Mounted Flap Wheel 57122080,no
NIETZ-MOU-FLA-WHE-57122120,PCS,Nietz Mounted Flap Wheel 57122120,Nietz Mounted Flap Wheel 57122120,no
TAP-SAN-SWP-SS-304-3938,PCS,Double Spout Kitchen Wall Sink Tap,Double Spout Kitchen Wall Sink Tap,no
TOO-COM-GLO-19MM,PCS,Glotool Combination Wrench 19MM,Glotool Combination Wrench 19MM,no
ALP-WAT-HEA-X5E,UNIT,Alpha Instant Water Heater X5-E,Alpha Instant Water Heater X5-E,no
BOS-2608-680-288,PCS,Sds + Drill Bit S3 18 X 200/260MM,Sds + Drill Bit S3 18 X 200/260MM,no
ELE-TUB-LED-22W-3000K,PCS,Ilite LED T8 1.2M 22W - 3000K,Ilite LED T8 1.2M 22W - 3000K,no
EXH-FAN-OS-16EF,PCS,Osaki Industrial Exhaust Fan 16 240V,Osaki Industrial Exhaust Fan 16 240V,no
FAN-TAB-MID-MF-16FT17NB,PCS,Midea 16 Table Fan,Midea 16 Table Fan,no
HHD-FLU-S300A-50MM,SET,Dual Flush Push,Dual Flush Push,no
NIETZ-MOU-FLA-WHE-57110060,PCS,Nietz Mounted Flap Wheel 57110060,Nietz Mounted Flap Wheel 57110060,no
NIP-ODO-SFT-MATT-5L-P,CAN,5L Nippon Odourlite Soft Matt - P,5L Nippon Odourlite Soft Matt - P,no
TAP-CAB-CB4907,UNIT,Cabana Basin Cold Tap CB4907,Cabana Basin Cold Tap CB4907,no
TAP-CAB-CB5189,UNIT,Cabana Pillar-mounted Sink Tap CB5189,Cabana Pillar-mounted Sink Tap CB5189,no
TOO-COM-GLO-22MM,PCS,Glotool Combination Wrench 22MM,Glotool Combination Wrench 22MM,no
TOO-HAM-CHI-GT0.3KG,PCS,Glotool Chipping Hammer 0.3KG,Glotool Chipping Hammer 0.3KG,no
TOO-NIE-PLU-COU-40PM,PCS,Nietz Quick Coupler Plug 40PM,Nietz Quick Coupler Plug 40PM,no
X-ALP-WAT-HEA-AS-2EP-SIL,UNIT,Alpha Instant Water Heater AS-2EP-SIL,Alpha Instant Water Heater AS-2EP-SIL,no
ADH-TAP-OPP-B80Y,PCS,Glotool Opp Tape 48 MM X 80 Yd (brown),Glotool Opp Tape 48 MM X 80 Yd (brown),no
BOS-0601-072-5K0,UNIT,Glm 30 Laser Rangefinder,Glm 30 Laser Rangefinder,no
BOS-2609-110-357,PCS,Planning Knife Gho 6500,Planning Knife Gho 6500,no
ELE-D/L-MGM-MQTL1119-SQ,PCS,"Mgm 6""/SQ LED Panel Light","Mgm 6""/SQ LED Panel Light",no
NIE-SOC-HAN-DEE-06P-1/2-20MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042020 20MM,Nietz Dr Deep Cr Socket (6PT) 50042020 20MM,no
NIP-FLO-5L-D,CAN,5L Nippon Floor Coating Deep Base,5L Nippon Floor Coating Deep Base,no
PAI-SPR-SAM-002,PCS,Samurai Spray Paint 2 White,Samurai Spray Paint 2 White,no
TOO-COM-GLO-27MM,PCS,Glotool Combination Wrench 27MM,Glotool Combination Wrench 27MM,no
TOO-NIE-SOC-HDL-08MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050208 8MM,Nietz T Hdl Deep Socket Wrch (6PT)50050208 8MM,no
TOO-NIE-SOC-HDL-14MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050214 14MM,Nietz T Hdl Deep Socket Wrch (6PT)50050214 14MM,no
BOS-2608-602-523,PCS,105MM Universal Diamond Cutting Disc,105MM Universal Diamond Cutting Disc,no
"CHA-SAW-CHAIN-3610-16""",PCS,16 Stihl Chain,16 Stihl Chain,no
ELE-CEI-LIG-9402/400-3CLR,PCS,Ceiling Light 9402-400 3CLR,Ceiling Light 9402-400 3CLR,no
FAN-CEI-SIB-SA42,SET,Siberiair Ceiling Fan Black - SA42,Siberiair Ceiling Fan Black - SA42,no
"FAN-VEN-KDK-15WUD-6""",PCS,6 Kdk Glass Mount Ventilator Fan,6 Kdk Glass Mount Ventilator Fan,no
"FAN-VEN-KDK-20TGQF-8""",PCS,Kdk Ceiling V-FAN-8,Kdk Ceiling V-FAN-8,no
FAN-WALL-BWF-8051R,SET,Butterfly 8 Wall Fan W Remote Control (black),Butterfly 8 Wall Fan W Remote Control (black),no
LEO-SUS304-LSSB2202P,PCS,Leon Sus 304 2 Way Pillar Sink Tap,Leon Sus 304 2 Way Pillar Sink Tap,no
MIR-GLO-S-GLC4001N(LED),PCS,Dia. (round) LED Mirror (led),Dia. (round) LED Mirror (led),no
PUM-WTR-JHP3-40,UNIT,Water Pump Complete Set JHP3-40,Water Pump Complete Set JHP3-40,no
TOO-COM-GLO-26MM,PCS,Glotool Combination Wrench 26MM,Glotool Combination Wrench 26MM,no
BAS-SOR-SRTW1100-BL,PCS,Sorento Pop Up Waste 80MM Over Flow,Sorento Pop Up Waste 80MM Over Flow,no
BAS-SOR-SRTW1200-BL,PCS,Sorento Pop Up Waste 80MM W/o Over Flow,Sorento Pop Up Waste 80MM W/o Over Flow,no
GAR-SHE-SB525-4M,PCS,Telescopic Tree Prunner Saw 4M,Telescopic Tree Prunner Saw 4M,no
NIE-SOC-HAN-DEE-06P-1/2-23MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042023 23MM,Nietz Dr Deep Cr Socket (6PT) 50042023 23MM,no
NIP-IND-ENA-228-800-5L,CAN,5L Nippon Ind Enamel 228 Black 800,5L Nippon Ind Enamel 228 Black 800,no
NIP-IND-ENA-228-999-5L,CAN,5L Nippon Ind Enamel 228 White 999,5L Nippon Ind Enamel 228 White 999,no
PRO-COAT-Z388-WHI,TIN,Procoat Z388 White 4KG,Procoat Z388 White 4KG,no
TOO-HAM-CRO-GT18MM,PCS,Glotool Cross Pein Hammer 18MM,Glotool Cross Pein Hammer 18MM,no
TOO-NIE-ALL-KEY-17MM,PCS,Nietz E/long Ball Point Satin Wrch 53252170 17MM,Nietz E/long Ball Point Satin Wrch 53252170 17MM,no
TOO-NIE-PLU-COU-600PHA,PCS,Nietz High Flow Quick Coupler Plug 50861602,Nietz High Flow Quick Coupler Plug 50861602,no
WAS-BAS-IS8025A,NOS,IS8025A Art Basin,IS8025A Art Basin,no
X-ELE-D/L-OSR-10W-E27,PCS,Osram 10W LED Stick E27,Osram 10W LED Stick E27,no
BAT-ENE-GOL-AA2PC,PCK,Eveready Gold Aa 2 Pc,Eveready Gold Aa 2 Pc,no
FAN-STA-PSN-F-MX405-CA,PCS,MX405-16 Stand Fan (champagne),MX405-16 Stand Fan (champagne),no
FAN-TAB-DEKKA-FNBF-16,PCS,Dekka D/c Fan,Dekka D/c Fan,no
GAS-STO-BGC-848,SET,Butterfly S/s Double Gas Cooker,Butterfly S/s Double Gas Cooker,no
GAS-STO-HM-HGB-811,UNIT,Homa Plus Cast Iron Stove (5.5KG)-HGB811,Homa Plus Cast Iron Stove (5.5KG)-HGB811,no
GAS-STO-WGC-7532,SET,Warehouse Gas Cooker,Warehouse Gas Cooker,no
IND-CEM-EC-18KG,BAG,Ec Bonding Powder 2 IN 1,Ec Bonding Powder 2 IN 1,no
NIE-PLU-SOC-50046921,PCS,Nietz Spark Plug W/magnetic (6PT) 50046921,Nietz Spark Plug W/magnetic (6PT) 50046921,no
NIE-SOC-HAN-DEE-06P-1/2-17MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042017 17MM,Nietz Dr Deep Cr Socket (6PT) 50042017 17MM,no
NIP-EAS-5170-7L,CAN,7L Easycoat Emulsion 5170 Balinese Green,7L Easycoat Emulsion 5170 Balinese Green,no
NIP-EAS-6572-7L,CAN,7L Easycoat Emulsion 6572 Cool Lime,7L Easycoat Emulsion 6572 Cool Lime,no
PAI-SPR-SAM-019,PCS,Samurai Spray Paint 19 Trivoli Blue,Samurai Spray Paint 19 Trivoli Blue,no
PAI-SPR-SAM-024,PCS,Samurai Spray Paint 24 Tropicana,Samurai Spray Paint 24 Tropicana,no
RIC-COO-PSN-BRC-6050,PCS,Butterfly 10L Electric Rice Cooker,Butterfly 10L Electric Rice Cooker,no
SIN-CAB-CKS819,PCS,Cabana S/s Kitchen Sink 600*450*225MM,Cabana S/s Kitchen Sink 600*450*225MM,no
TOO-HAM-CHI-GT0.5KG,PCS,Glotool Chipping Hammer 0.5KG,Glotool Chipping Hammer 0.5KG,no
"TOO-NIE-SOC-HAN-1/2""-16MM",PCS,Nietz Dr Chrome Socket (12PT)50043016 16MM,Nietz Dr Chrome Socket (12PT)50043016 16MM,no
VAC-DEC-DVA315JF,UNIT,Black+decker 10.8V Mpp Hand Vacuum,Black+decker 10.8V Mpp Hand Vacuum,no
DC-DCJZ23-10IEK,SET,Cordless Brushless Driver Drill,Cordless Brushless Driver Drill,no
DRI-SDS-GT02-16260,PCS,Glotool Sds Drill 16 X 260MM,Glotool Sds Drill 16 X 260MM,no
"FAN-VEN-KDK-25TGQZ-10""",PCS,Kdk Ventilator FAN-10 25TGQ7,Kdk Ventilator FAN-10 25TGQ7,no
"FAN-WALL-KDK-KU-408-YG-16""",PCS,Kdk Wall FAN-16 KU408-YG,Kdk Wall FAN-16 KU408-YG,no
GAS-STO-BGC-8826,PCS,Butterfly Double Gas Stove BGC-8826,Butterfly Double Gas Stove BGC-8826,no
