item_code,uom,display_name,display_name_proposed,changed
BOS-0601-9G8-0L4,UNIT,Gsr 121B Batt. Screwdriver (1 Batt.),Gsr 121B Batt. Screwdriver (1 Batt.),no
ELE-BUL-B22-3W-YEL,PCS,Taicon B22 3W LED Color Bulb - Yellow,Taicon B22 3W LED Color Bulb - Yellow,no
CHA-SAW-STIHL-MS172,UNIT,Stihl Chainsaw 16 Stihl Chain & Guide BAR,Stihl Chainsaw 16 Stihl Chain & Guide BAR,no
ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/3000K,Megaman A70 E27 LED Bulb YTA70Z1 15W/3000K,no
KET-PSN-NC-GK1WSK,PCS,Panasonic 1.7L Plastick Kettle,Panasonic 1.7L Plastick Kettle,no
RUB-TRT02-SA302,UNIT,Rubine Double Spout Wall Mounted S'tap,Rubine Double Spout Wall Mounted S'tap,no
STA-PRE-WAS-BEPW1600L,UNIT,Black+decker Pressure Washer L 110 BAR,Black+decker Pressure Washer L 110 BAR,no
"EXH-FAN-KHI-10""-WHI-EF1001",SET,Khind 10 Exhaust Fan (off White),Khind 10 Exhaust Fan (off White),no
NIP-PHG-1L-A,CAN,1L Platone High Gloss Accent Base,1L Platone High Gloss Accent Base,no
NIP-PHG-5L-A,CAN,5L Platone High Gloss Accent Base,5L Platone High Gloss Accent Base,no
BOS-0601-068-000,UNIT,Gol 26D Optical Leveller,Gol 26D Optical Leveller,no
CHA-SAW-STIHL-MS162,UNIT,Stihl Chainsaw 14 Stihl Chain & Guide BAR,Stihl Chainsaw 14 Stihl Chain & Guide BAR,no
KHI-COO-RC806N,SET,Khind 0.6L Rice Cooker (light Winter GREY)-RC806N,Khind 0.6L Rice Cooker (light Winter GREY)-RC806N,no
KHI-TOA-BT808,SET,Khind Bread Toaster (mint),Khind Bread Toaster (mint),no
STA-PRE-WAS-BCPC20D1,UNIT,Black+decker 20V Power Cleaner,Black+decker 20V Power Cleaner,no
STI-BRU-CUT-FR3001,UNIT,Stihl Brush Cutter,Stihl Brush Cutter,no
BOS-AQSD110F,UNIT,Adelino Submersible Sewage Pump 1.1KW,Adelino Submersible Sewage Pump 1.1KW,no
NIP-PHG-1L-P,CAN,1L Platone High Gloss Paster Base,1L Platone High Gloss Paster Base,no
PSN-TK-CS10-WMA,PCS,Panasonic Water Purifier (white),Panasonic Water Purifier (white),no
STA-CHO-SSC22,UNIT,Stanley Chopsaw 2200W 355MM,Stanley Chopsaw 2200W 355MM,no
BOS-0601-9K3-1L2C1,SET,Gsb + Gdr Kit Combo Kit,Gsb + Gdr Kit Combo Kit,no
NIP-PHG-5L-P,CAN,5L Platone High Gloss Paster Base,5L Platone High Gloss Paster Base,no
OVEN-KHI-TOA-OT3005,SET,Khind Oven Toaster (black),Khind Oven Toaster (black),no
PAI-SPR-SAM-2K01,PCS,Samurai Clearcoat Spray,Samurai Clearcoat Spray,no
NIP-QSH-EXT-20L-P,DRUM,18L Nippon Q-shield Extra Pastel Base,18L Nippon Q-shield Extra Pastel Base,no
PSN-TK-CS200C-EX,PCS,Panasonic Water Cartridge,Panasonic Water Cartridge,no
STA-TRI-ST55,UNIT,Stanley 550W 6.35MM Corded Trimmer,Stanley 550W 6.35MM Corded Trimmer,no
TAP-SAN-SWP-SS-304-3937-MB,PCS,Saniware Premier Kitchen Pillar Sink Tap-matt Blk,Saniware Premier Kitchen Pillar Sink Tap-matt Blk,no
BOS-0611-338-9L1,UNIT,Gsh 5MX Demolition Hammer,Gsh 5MX Demolition Hammer,no
ELE-D/L-MEG-YTP38Z1-10W,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K,Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K,no
X-LOC-YALE-Y120B-50-KA3,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA3,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA3,no
ELE-CAB-WIR-MKK-1.5MM-YELLOW,ROLL,MKK Cable 1.5MM (7/0.39MM) Yellow,MKK Cable 1.5MM (7/0.39MM) Yellow,no
NIP-WTRB-5L-P,CAN,5L Nippon Weatherbond Quartz Pastel Base,5L Nippon Weatherbond Quartz Pastel Base,no
STA-POL-SP137,UNIT,Stanley 1300W 180MM Polisher,Stanley 1300W 180MM Polisher,no
ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K,Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K,no
FAN-CEI-DEKA-CCNL54RG12,UNIT,Deka Ceiling Fan Geno Rose Gold,Deka Ceiling Fan Geno Rose Gold,no
FAN-FLO-KHI-FF1803B,SET,Floor Fan 18,Floor Fan 18,no
STA-PLA-STEL630,UNIT,Stanley Planer 82MM,Stanley Planer 82MM,no
BOS-0601-387-0L0,UNIT,Gex Eccentric Disc Sander 125-1A,Gex Eccentric Disc Sander 125-1A,no
ELE-D/L-MEG-YTG45Z1-5W,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/6500K,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/6500K,no
NIP-SEA-5170-20L,DRUM,20L Nippon Acrylic 5170 Wall Sealer,20L Nippon Acrylic 5170 Wall Sealer,no
NIP-VIN-EAS-15L-A,DRUM,15L Nippon Vinilex Easywash Accent Base,15L Nippon Vinilex Easywash Accent Base,no
TAP-SAN-SWS-304-3964,PCS,Saniware Sliver Kitchen W Sink Tap,Saniware Sliver Kitchen W Sink Tap,no
JUG-KHI-KET-EK5813,SET,Khind 1.7L Jug Kettle (white),Khind 1.7L Jug Kettle (white),no
NIP-PHG-5L-MBLK,CAN,5L Platone High Gloss 8103 Matt Black,5L Platone High Gloss 8103 Matt Black,no
NIP-SAT-GLO-5L-145,CAN,5L Nippon Satin Glo 145 White,5L Nippon Satin Glo 145 White,no
NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,18L Nippon Weatherbond Quartz Accent Base,no
NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,18L Nippon Weatherbond Quartz Tint Base,no
TAP-SAN-SWP-SS-304-3938-MB,PCS,Saniware Premier Double Spout Kit. Wall Sink Tap-matt Blk,Saniware Premier Double Spout Kit. Wall Sink Tap-matt Blk,no
"HOS-FLE-GLO-60""",PCS,Glotool Flexible Tube F1/2 X F12 X 60,Glotool Flexible Tube F1/2 X F12 X 60,no
NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,5L Platone High Gloss Deep Base,no
BOS-0601-9K3-0L2,UNIT,Gsr Batt. Screwdriver 185-LI,Gsr Batt. Screwdriver 185-LI,no
CHA-SAW-STIHL-MS230,UNIT,Stihl Chainsaw 18 Stihl Chain & Guide BAR,Stihl Chainsaw 18 Stihl Chain & Guide BAR,no
FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,Deka Ceiling Fan X-one 56 Blk,no
BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,Easy Aqt 110 High P/cleaner,no
BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Gws 060 Angle Grinder,no
STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,no
ELE-FAJAR-FLX-2.5MM-GREY,COIL,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),no
ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Taicon 40/016 X Flexible Cable,no
TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,Glotool PE Trap (GT-02) 6'X70YDS,no
NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,20L Nippon Roof Coating Tint Base,no
BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Gsh 500 Demolition Hammer,no
BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Gbh 2-24 Dre Rotary Hammer Set,no
NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,18L Nippon Weatherbond Quartz 145 White,no
BOS-0600-8A7-AL0,UNIT,Aquatak 125 High P/cleaner,Aquatak 125 High P/cleaner,no
NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,18L Nippon Weatherbond Quartz 15004 Ws White,no
NIP-WTRB-5L-WHITE,CAN,5L Nippon Weatherbond 145 White,5L Nippon Weatherbond 145 White,no
BOS-0601-6A0-0L0,UNIT,Gkf 550 Router,Gkf 550 Router,no
STA-HIGH-PRE-WAS-K2,UNIT,Karcher K2 Power Vps High Pressure Washer,Karcher K2 Power Vps High Pressure Washer,no
STA-PRE-WAS-K3-DEL,UNIT,Karcher Pressure Washer K3 Deluxe Premium,Karcher Pressure Washer K3 Deluxe Premium,no
X-STA-PRE-WAS-K4,UNIT,Karcher K4 Basic High Pressure Cleaner,Karcher K4 Basic High Pressure Cleaner,no
BOS-2608-600-017,PCS,4 Grinding Disc,4 Grinding Disc,no
CIMA-DL-L-199Y-RND-18W-CIELO-DL,SET,Cielo Iii 199Y 18W L/dl (rnd/daylight),Cielo Iii 199Y 18W L/dl (rnd/daylight),no
AGR-NET-SUN-GLO-70%,ROLL,Glotool Sun Shade Netting (70%),Glotool Sun Shade Netting (70%),no
SIN-CKS7406,PCS,Cabana Kitchen Sink CKS7406,Cabana Kitchen Sink CKS7406,no
MIR-SBC-600603A,SET,S600 Bathroom Cabinet Set (610X475X450MM),S600 Bathroom Cabinet Set (610X475X450MM),no
ELE-CAB-FLE-7076,ROLL,Yazaki 70/076 3C Flexible Cable White,Yazaki 70/076 3C Flexible Cable White,no
ELE-CAB-FAJ-2.5MM-80M,ROLL,Fajar 2C X 2MM Twin Flat Wire,Fajar 2C X 2MM Twin Flat Wire,no
DC-DCSM03-100EK,SET,Cordless Brushless Angle Grinder 20V,Cordless Brushless Angle Grinder 20V,no
PUM-WTR-JHP4-40,UNIT,Water Pump Complete Set JHP4-40,Water Pump Complete Set JHP4-40,no
DC-20V-SETS-XB,SET,"DCZC0424Z, DCPB488Z, / Cordless Full Sets Xb","DCZC0424Z, DCPB488Z, / Cordless Full Sets Xb",no
DC-20V-XA,SET,"20V DCZC22Z, DCJZ2060IZ, - Sets Xa","20V DCZC22Z, DCJZ2060IZ, - Sets Xa",no
"DOR-HIN-JTC-SSS-4""",SET,"Smr S/steel Hinges 4""X3""X2.0MM","Smr S/steel Hinges 4""X3""X2.0MM",no
SUMO-SM-138,UNIT,Sumo High Pressure Washer 130 BAR,Sumo High Pressure Washer 130 BAR,no
DL5-WAT-FIL-0942-GRY,UNIT,DL5 Dalqua 9''X42 Water Filt Sys-fiber Tank Gry,DL5 Dalqua 9''X42 Water Filt Sys-fiber Tank Gry,no
IND-CEM-50KGS,BAG,Portland Limestone Cement,Portland Limestone Cement,no
"PIP-HDPE-25MM-3/4""",ROLL,"HDPE Pipe 25MM (3/4"") PN12.5(MS-1058)","HDPE Pipe 25MM (3/4"") PN12.5(MS-1058)",no
WOO-PLY-3.6MM,PCS,Plywood 3.6MM X 4 X 8,Plywood 3.6MM X 4 X 8,no
IND-GAL-WIRE-20#-COIL,COIL,20 X 12KG Wire,20 X 12KG Wire,no
ELE-D/L-ECO-3030-24W,PCS,Hms Downlite Hsp 503-24W 6500K,Hms Downlite Hsp 503-24W 6500K,no
TOO-BOS-BAG-101,PCS,Bossman 20V Angle Grinder 105MM,Bossman 20V Angle Grinder 105MM,no
IND-WIR-MES-1212-20GX100,ROLL,Wire Mesh 1/2/ X 1/2 X 3 X 20G X 100,Wire Mesh 1/2/ X 1/2 X 3 X 20G X 100,no
BAT-ENE-MAX-AA4PCS,PCK,En Max Aa 4 Pc,En Max Aa 4 Pc,no
BAT-ENE-MAX-AAA4PCS,PCK,En Max Aaa 4 Pc,En Max Aaa 4 Pc,no
WOO-HOE-CANGKUL-HARDWOOD,PCS,Kayu Cangkul (hardwood),Kayu Cangkul (hardwood),no
IND-ALUM-SHE-FLA-0.3MMX3',KGS,Flat Sheet Alum. 0.3MM X 3,Flat Sheet Alum. 0.3MM X 3,no
CEI-FRA-30MM,PCS,Ceiling Frame 30MM,Ceiling Frame 30MM,no
ROO-ZIN-SHE-10'X35G,PCS,Corrugated Steel Zinc 10 X 35G,Corrugated Steel Zinc 10 X 35G,no
NAI-COM-65MM-20KG,BOX,2 1/2 Wire Nail,2 1/2 Wire Nail,no
ELE-CAB-ZI-C70763G-ROLL,ROLL,Zi 3C X 70/076 PVC Flex Wire (grey),Zi 3C X 70/076 PVC Flex Wire (grey),no
PIP-CON-WHI-20MM3M,LTH,"3/4""(20MM) X 2.9M Eep - White","3/4""(20MM) X 2.9M Eep - White",no
NAI-COM-50MM-20KG,BOX,2 Wire Nail,2 Wire Nail,no
"DRA-COV-TEC-GRE-9""X17""",PCS,Techplas 9 X 17 Drain Cover - Grey,Techplas 9 X 17 Drain Cover - Grey,no
SHO-SOR-SRTWT9615,PCS,Sorento Exposed Shower Set 2-WAYS SRTWT9615,Sorento Exposed Shower Set 2-WAYS SRTWT9615,no
SPR-BID-SWSB-ABS-261,PCS,Saniware ABS Spray Bidet Set Holder & 1.2M Flexible Hose,Saniware ABS Spray Bidet Set Holder & 1.2M Flexible Hose,no
BAS-SOR-SRTWT7203,PCS,Sorento High Basin Cold Tap SRTWT7203,Sorento High Basin Cold Tap SRTWT7203,no
COC-BAS-SRTWT7445,PCS,Sorento Basin Cold Tap - SRTWT7445,Sorento Basin Cold Tap - SRTWT7445,no
COC-BAS-SRTWT7447-RG,PCS,Sorento Basin Cold Tap - SRTWT7447-RG,Sorento Basin Cold Tap - SRTWT7447-RG,no
TOW-SAN-SWP-BF-7910-G,PCS,Saniware Premier Towel Ring (gold),Saniware Premier Towel Ring (gold),no
BATH-SRTBF11707-BLK,PCS,Sorento 6IN1 S/s 304 Cabinet -SRTBF11707,Sorento 6IN1 S/s 304 Cabinet -SRTBF11707,no
BAS-SOR-SRTWB1409,PCS,Sorento Wash Basin SRTWB1409 L415XW415XH135MM,Sorento Wash Basin SRTWB1409 L415XW415XH135MM,no
BAS-SOR-SRTWB3403,PCS,Sorento Art Basin SRTWB3403,Sorento Art Basin SRTWB3403,no
TOW-SAN-SWP-BF-7911,PCS,Saniware Premier Towel Ring,Saniware Premier Towel Ring,no
BAS-SOR-SRTWB1086,PCS,Sorento Table Top Basin,Sorento Table Top Basin,no
SHO-SOR-SRTSS8720,PCS,Sorento Sliding BAR Shower Set - SRTSS8720,Sorento Sliding BAR Shower Set - SRTSS8720,no
TOW-SOR-SRT764-24-RG,PCS,Sorento Moveable Towel Shelf 600MM (rg+mb),Sorento Moveable Towel Shelf 600MM (rg+mb),no
BAS-SOR-SRTWB3415-BW,PCS,Sorento Firenze Series Ultra Thin Edge Basin (blk+whi),Sorento Firenze Series Ultra Thin Edge Basin (blk+whi),no
TAP-SAN-SWP-B-2525,PCS,Saniware Premier Concealed Bath Shower Cold Tap,Saniware Premier Concealed Bath Shower Cold Tap,no
TOI-TRP-WC-8840-P,SET,Sorento Close Couple Wash,Sorento Close Couple Wash,no
COC-BAS-SRTWT7445-BLK,PCS,Sorento Basin Cold Tap - SRTWT7445-BLK,Sorento Basin Cold Tap - SRTWT7445-BLK,no
BAS-SOR-SRTWT6807-RG-MIX,PCS,Sorento High Basin Mixer Tap (rs+mb),Sorento High Basin Mixer Tap (rs+mb),no
TAP-SIN0-SRTKT71SS-BL,PCS,Sorento Pil Mou Kitchen Mixer Tap W Pull Out Shower (blk),Sorento Pil Mou Kitchen Mixer Tap W Pull Out Shower (blk),no
GRA-SAN-SWFG-SS304-6602,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6602,Saniware Floor Grating (150X150MM) SWFG-SS304-6602,no
BAS-SOR-SRTWB1086-BL,PCS,Sorento Art Basin SRTWB1086-BL L500XW400XH145MM,Sorento Art Basin SRTWB1086-BL L500XW400XH145MM,no
BID-SOR-SRT79-SS,PCS,Sorento Brass Two Way Tap Bidet,Sorento Brass Two Way Tap Bidet,no
SHO-SOR-SRTSA850-RG,PCS,Sorento 450MM Shower Arm 450MM (rs+mb),Sorento 450MM Shower Arm 450MM (rs+mb),no
SHO-SOR-SRTSS8770-BL,PCS,Sorento Sliding BAR W Hand SHOWER&1.5M Flex. Hose Blk,Sorento Sliding BAR W Hand SHOWER&1.5M Flex. Hose Blk,no
BAS-SOR-SRTWT6806-MIX,PCS,Sorento High Basin Mixer Tap,Sorento High Basin Mixer Tap,no
TOI-TRP-WC-2123A-P,SET,Saniware Washdown Closet WC-2123A-P180MM,Saniware Washdown Closet WC-2123A-P180MM,no
BAS-SAN-WB-206,PCS,Saniware Wall Hung Basin-above Counter Mounting (440X355X170MM),Saniware Wall Hung Basin-above Counter Mounting (440X355X170MM),no
SHO-SOR-SRTWT7602SS,PCS,Sorento S/s Shower Set,Sorento S/s Shower Set,no
TAP-SIN-SRTKT71SS,PCS,Sorento Brass Chrome Pillar Mou Kitchen Mixer W Pull Out Shower,Sorento Brass Chrome Pillar Mou Kitchen Mixer W Pull Out Shower,no
MIX-SWP-B-2523,PCS,Saniware Premier Exposed Bath Shower With Tap-mixer,Saniware Premier Exposed Bath Shower With Tap-mixer,no
SHO-SAN-SWP-HS-503,PCS,Saniware Premier Hand Shower With Flexible Hose SWP-HS-503,Saniware Premier Hand Shower With Flexible Hose SWP-HS-503,no
BAS-SOR-SRTWT6801,PCS,Sorento Basin Cold Tap-chr,Sorento Basin Cold Tap-chr,no
BAS-SOR-SRTWT7202-GM,PCS,Sorento Basin Cod Tap-gm,Sorento Basin Cod Tap-gm,no
TAP-SAN-SWP-B-2932,PCS,Saniware Premier Basin Pillar Tap-mixer (gun Metal),Saniware Premier Basin Pillar Tap-mixer (gun Metal),no
TOW-SRT449-RG,PCS,Sorento 75CM S/s Towel BAR Matt Blk,Sorento 75CM S/s Towel BAR Matt Blk,no
COC-BAS-SRTWT2207,PCS,Sorento Basin Cold Tap - SRTWT2207,Sorento Basin Cold Tap - SRTWT2207,no
SHO-SOR-SRTSS8740,PCS,Sorento Sliding BAR W 5 Functions Shower Set,Sorento Sliding BAR W 5 Functions Shower Set,no
BAS-SOR-SRTWT7203-GM,PCS,Sorento High Basin Cold Tap (gm),Sorento High Basin Cold Tap (gm),no
BAS-SOR-SRTWT8303-RG,PCS,Sorento High Basin Cold Tap SRTWT8303-RG,Sorento High Basin Cold Tap SRTWT8303-RG,no
BID-SOR-SRTWT5879-RG,PCS,Sorento Brass Hand Bidet - SRTWT5879-RG,Sorento Brass Hand Bidet - SRTWT5879-RG,no
BAS-SOR-SRTWT7202,PCS,Sorento Basin Cold Tap SRTWT7202,Sorento Basin Cold Tap SRTWT7202,no
COC-BAS-SRTWT5841-RG,PCS,Sorento Basin Cold Tap - SRTWT5841-RG,Sorento Basin Cold Tap - SRTWT5841-RG,no
BAS-SOR-SRTWT-7203-BL,PCS,Sorento High Basin Cold Tap (blk),Sorento High Basin Cold Tap (blk),no
TAP-SAN-SWP-B-2520,PCS,Saniware Premier Basin Pillar Tap Cold,Saniware Premier Basin Pillar Tap Cold,no
TAP-SAN-SWP-B-2922,PCS,Saniware Premier Basin Pillar Tap-mixer (matt Grey),Saniware Premier Basin Pillar Tap-mixer (matt Grey),no
BAS-SOR-SRTWB1411,PCS,Sorento Wash Basin SRTWB1411 500X400X135MM,Sorento Wash Basin SRTWB1411 500X400X135MM,no
BID-SOR-SRT103-GM,PCS,Sorento Two Way Tap Hand BIDET&1.2M Flex Hose,Sorento Two Way Tap Hand BIDET&1.2M Flex Hose,no
TOW-SOR-SRT446-RG,PCS,Sorento 60CM SS Towel Shelf Rg+mb,Sorento 60CM SS Towel Shelf Rg+mb,no
TOW-SOR-SRT9541-BL,PCS,Sorento Double Towel BAR S/s,Sorento Double Towel BAR S/s,no
BAS-SAN-WB-502,PCS,Saniware Above Counter Basin (480X380X140MM),Saniware Above Counter Basin (480X380X140MM),no
GRA-SAN-SWFG-SS304-6603,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6603,Saniware Floor Grating (150X150MM) SWFG-SS304-6603,no
SHO-SOR-SRTSS3013,PCS,Sorento Hand Shower - SRTSS3013,Sorento Hand Shower - SRTSS3013,no
SHO-SOR-SRTSH2628-GMB,PCS,"Sorento Rain Shower Head: Gun (10"")","Sorento Rain Shower Head: Gun (10"")",no
TAP-SAN-SWS-304-3960,PCS,Saniware Sliver Basin Sink Tap,Saniware Sliver Basin Sink Tap,no
BAS-SOR-SRTWT6851-GY,PCS,Sorento Basin Cold Tap-golden Ylw,Sorento Basin Cold Tap-golden Ylw,no
BAS-SOR-SRTWT6861-FRG,PCS,Sorento Basin Cold Tap-frg,Sorento Basin Cold Tap-frg,no
MIX-KHI-SM220,SET,Khind Stand Mixer (white),Khind Stand Mixer (white),no
TAP-SAN-SWP-B-2527,PCS,Saniware Premier Concealed 2WAY Bath Shower-mixer,Saniware Premier Concealed 2WAY Bath Shower-mixer,no
TOW-SOR-SRT9540-BL,PCS,Sorento Single Towel BAR S/s,Sorento Single Towel BAR S/s,no
BAS-SAN-WB-288,PCS,Saniware Wall Hung Basin-above Counter Mounting (410X360X160MM),Saniware Wall Hung Basin-above Counter Mounting (410X360X160MM),no
BAS-SOR-SRTWB7249,PCS,Sorento Wall Hung Basin,Sorento Wall Hung Basin,no
BID-SOR-SRT201-BL,PCS,Sorento Bidet Spray 1.2M Flex Hose Blk,Sorento Bidet Spray 1.2M Flex Hose Blk,no
BAS-SAN-WB-400,PCS,Saniware Art Basin-above Counter Mounting (490X395X150MM),Saniware Art Basin-above Counter Mounting (490X395X150MM),no
MIR-SRTMCB-4060BL,PCS,Sorento Mirror Cabinet Size,Sorento Mirror Cabinet Size,no
BID-SOR-SRT95SS-GM,PCS,Sorento Hand Bidet PVC Flex Hose Gunmetal,Sorento Hand Bidet PVC Flex Hose Gunmetal,no
TAP-SAN-SWP-B-3203-GM,PCS,Saniware Premier Basin Pillar Cold Tap (gun Metal),Saniware Premier Basin Pillar Cold Tap (gun Metal),no
TOW-SOR-SRT2408-GM,PCS,Sorento Single Towel BAR S/s (LENGTH:800MM),Sorento Single Towel BAR S/s (LENGTH:800MM),no
SHO-SRT-SRTSS5660-GM,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660-GM,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660-GM,no
TOW-SOR-SRT345-HP,PCS,Sorento 60CM S/s Towel Shelf,Sorento 60CM S/s Towel Shelf,no
TOW-SOR-SRT349-HP,PCS,Sorento 75CM S/steel Towel BAR Satin,Sorento 75CM S/steel Towel BAR Satin,no
BAS-SOR-SRTWT6802,PCS,Sorento Basin Mixer-chr,Sorento Basin Mixer-chr,no
BOS-0601-9G6-1L0,UNIT,Gds Batt. Impact Wrench 250-LI,Gds Batt. Impact Wrench 250-LI,no
BID-SOR-SRT86-GY,PCS,Sorento Brass Hand Bidet - SRT86-GY,Sorento Brass Hand Bidet - SRT86-GY,no
SHO-SOR-SRTSS5660,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660,no
BID-SOR-SRT93-SS,PCS,Sorento Hand Bidet 1.2M Flex Hose,Sorento Hand Bidet 1.2M Flex Hose,no
BOS-0601-396-1L0,UNIT,Gws Small A/grinder,Gws Small A/grinder,no
SHO-SOR-SRTSH22914-GM,PCS,Sorento Rain Shower Head,Sorento Rain Shower Head,no
BAS-SOR-SRTWT8301-RG,PCS,Sorento Basin Cold Tap (rs+mb),Sorento Basin Cold Tap (rs+mb),no
TOI-HOL-SAN-SWP-BF-3703,PCS,Saniware Toilet Paper Holder (165X80X135MM),Saniware Toilet Paper Holder (165X80X135MM),no
BID-SOR-SRT86-CR,PCS,Sorento Brass Hand Bidet - SRT86-CR,Sorento Brass Hand Bidet - SRT86-CR,no
TAP-SAN-SWP-SS-304-3937-SS,PCS,Saniware Premier Kitchen Pillar Sink Tap-ss,Saniware Premier Kitchen Pillar Sink Tap-ss,no
TAP-SAN-SWS-304-3974,PCS,Saniware Sliver Flexible Hose Kitchen Pillar Sink Tap,Saniware Sliver Flexible Hose Kitchen Pillar Sink Tap,no
TOI-TIS-SOR-SRT314-BL,PCS,Sorento S/s Paper Holder SRT314-BL,Sorento S/s Paper Holder SRT314-BL,no
TOW-SAN-SWP-BF-3714,PCS,Saniware Premier Double Tower BAR (630X148X48MM),Saniware Premier Double Tower BAR (630X148X48MM),no
X-STA-DRI-SCI12S2,UNIT,Stanley 10.8V 1.5 AH Impact Driver,Stanley 10.8V 1.5 AH Impact Driver,no
BLE-KHI-BL1220,SET,Khind Blender 1.2L (1J1M) (winter Grey),Khind Blender 1.2L (1J1M) (winter Grey),no
STA-GRI-STGS8100,UNIT,Stanley Grinder 4 850W,Stanley Grinder 4 850W,no
STA-SAW-SM16,UNIT,Stanley Compound Miter Saw 1650W - SM16,Stanley Compound Miter Saw 1650W - SM16,no
X-PSN-NI-25A1-BK1,PCS,Panasonic Non-stick 1.6KG Candy Blue Iron,Panasonic Non-stick 1.6KG Candy Blue Iron,no
BOS-0601-9G5-2L0,UNIT,Gdx Batt. Impact Driver,Gdx Batt. Impact Driver,no
BOS-AQSD75F,UNIT,Adelino Submersible Sewage Pump 0.75KW,Adelino Submersible Sewage Pump 0.75KW,no
ELE-CAB-WIR-MKK-1.5MM-GREEN,ROLL,MKK Cable 1.5MM (7/0.39MM) Green,MKK Cable 1.5MM (7/0.39MM) Green,no
GLO-WEL-GT900/BLU,DOZ,Welding Glove - 900GT/BLUE,Welding Glove - 900GT/BLUE,no
GLO-WEL-GT900/RED,DOZ,Welding Glove - 900GT/RED,Welding Glove - 900GT/RED,no
NIP-ECO-B,CAN,1L 811-9907 Black B,1L 811-9907 Black B,no
STA-DRI-SDH600KP,UNIT,Stanley 600W 13MM Impact Drill + Acc Set,Stanley 600W 13MM Impact Drill + Acc Set,no
TOI-TIS-SRT367-GM,PCS,Sorento S/steel Paper Holder-gunmetal,Sorento S/steel Paper Holder-gunmetal,no
BOS-0601-388-5L0,UNIT,Gws Angle Grinder 7-100ET,Gws Angle Grinder 7-100ET,no
NIP-ECO-T,CAN,1L 811-2336 Medium Yellow T,1L 811-2336 Medium Yellow T,no
NIP-QGL-5L-P,CAN,5L Nippon Q-glo Pastel Base,5L Nippon Q-glo Pastel Base,no
NIP-VIN-EAS-5L-P,CAN,5L Nippon Vinilex Easywash Pastel Base,5L Nippon Vinilex Easywash Pastel Base,no
STA-IMP-WRE-SBW910M1K,UNIT,Stanley Fatmax 20V Max V20 Brushless Impact Wrench,Stanley Fatmax 20V Max V20 Brushless Impact Wrench,no
TOI-TIS-SOR-SRT366-BL,PCS,Sorento S/s Paper Holder SRT366-BL,Sorento S/s Paper Holder SRT366-BL,no
X-SHO-SOR-SRTSS3180,PCS,Sorento Hand Shower - SRTSS3180,Sorento Hand Shower - SRTSS3180,no
BAS-SAN-WB-880,PCS,Saniware Wall Hung/art Basin Above Counter Mounting (395X295X120MM),Saniware Wall Hung/art Basin Above Counter Mounting (395X295X120MM),no
BUL-FFL-60W-E27-FROST,PCS,Taicon Standard Bulb E27 Frosted 60W,Taicon Standard Bulb E27 Frosted 60W,no
ELE-D/L-TC-2260-24W-4000K,PCS,Taicon 24W Adjusted LED Dl Round (TC-2260),Taicon 24W Adjusted LED Dl Round (TC-2260),no
